index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,wait_time
761,Evergreen Hamlets at Fleetwood,,Nursing and residential care facilities,Province of British Columbia,,8382,156 st,V3S 3R7,surrey,bc,8382 156th st surrey bc v3s 3r7,Surrey,5915004,59,49.155213,-122.789853,166
481,Birch Station,,Nursing and residential care facilities,Province of British Columbia,,5100,blundell rd,V7C 1H4,richmond,bc,5100 blundell rd richmond bc v7c 1h4,Richmond,5915015,59,49.1553185,-123.1682267,294
1755,Waverly Seniors Village,,Nursing and residential care facilities,Province of British Columbia,,8445,young rd,V2P 4P2,chilliwack,bc,8445 young rd chilliwack bc v2p 4p2,Chilliwack,5909020,59,49.155593,-121.95191,169
681,Curzon House,,Nursing and residential care facilities,Province of British Columbia,,7671,curzon st,V7C 4H8,richmond,bc,7671 curzon st richmond bc v7c 4h8,Richmond,5915015,59,49.1559857,-123.1511773,289
1045,Langton Road,,Nursing and residential care facilities,Province of British Columbia,,7611,langton rd,V7C 4B4,richmond,bc,7611 langton rd richmond bc v7c 4b4,Richmond,5915015,59,49.1570209,-123.1606944,221
1006,Kings House,,Nursing and residential care facilities,Province of British Columbia,,8512,164 st,V4N 1E5,surrey,bc,8512 164th st surrey bc v4n 1e5,Surrey,5915004,59,49.157599,-122.767254,293
412,Argyll Lodge,,Nursing and residential care facilities,Province of British Columbia,,14590,106a ave,V3R 1T4,surrey,bc,14590 106a ave surrey bc v3r 1t4,Mission,5909056,59,49.158058,-122.297122,219
432,Bannister Drive Residence,,Nursing and residential care facilities,Province of British Columbia,,8590,bannister dr,V2V 5X4,mission,bc,8590 bannister dr mission bc v2v 5x4,Mission,5909056,59,49.1580908,-122.296432,126
869,Goundrey Home,,Nursing and residential care facilities,Province of British Columbia,,8645,goundrey st,V2V 6V5,mission,bc,8645 goundrey st mission bc v2v 6v5,Mission,5909056,59,49.158835,-122.27779,50
1809,Woodrich,,Nursing and residential care facilities,Province of British Columbia,,7360,no 2 rd,V7C 3L9,richmond,bc,7360 no. 2 rd richmond bc v7c 3l9,Richmond,5915015,59,49.1592408,-123.1584481,273
668,Crestlene Lodge Ltd,,Nursing and residential care facilities,Province of British Columbia,,11660,86 ave,V4C 2X6,delta,bc,11660 86th ave delta bc v4c 2x6,Delta,5915011,59,49.1593008,-122.8997933,192
471,Bethesda Richmond Home,,Nursing and residential care facilities,Province of British Columbia,,7540,acheson road,V6Y 1M9,richmond,bc,7540 acheson road richmond bc v6y 1m9,Richmond,5915015,59,49.1598783,-123.1400007,114
876,Granville House,,Nursing and residential care facilities,Province of British Columbia,,7315,no 4 road,V6Y 2T4,richmond,bc,7315 no. 4 road richmond bc v6y 2t4,Richmond,5915015,59,49.16006,-123.114,227
1236,One Hundred & Forty Three a Street Home,,Nursing and residential care facilities,Province of British Columbia,,8689,143a st,V3W 0K4,surrey,bc,8689 143a st surrey bc v3w 0k4,Surrey,5915004,59,49.160448,-122.8245,35
1606,the Cascades,,Nursing and residential care facilities,Province of British Columbia,,45586,mcintosh dr,V2P 7W8,chilliwack,bc,45586 mcintosh dr chilliwack bc v2p 7w8,Chilliwack,5909020,59,49.160818,-121.9629698,255
991,Kennedy Home,,Nursing and residential care facilities,Province of British Columbia,,407,kennedy st,V9R 2J4,nanaimo,bc,407 kennedy st nanaimo bc v9r 2j4,Nanaimo,5921007,59,49.161191,-123.95355,137
658,Courtyard Gardens,,Nursing and residential care facilities,Province of British Columbia,,7051,moffatt road,V6Y 3W2,richmond,bc,7051 moffatt road richmond bc v6y 3w2,Richmond,5915015,59,49.162097,-123.1441684,174
360,88th,,Nursing and residential care facilities,Province of British Columbia,,23124,88 ave,V1M 2R4,langley,bc,23124 88th ave fort langley bc v1m 2r4,Langley,5915001,59,49.1623587,-122.5823423,233
1638,the Richmond Bridge House,,Nursing and residential care facilities,Province of British Columbia,,10220,granville ave,V6Y 1R4,richmond,bc,10220 granville ave richmond bc v6y 1r4,Richmond,5915015,59,49.162539,-123.1107626,188
672,Cristina Home,,Nursing and residential care facilities,Province of British Columbia,,14336,88 ave,V3W 3L7,surrey,bc,14336 88th ave surrey bc v3w 3l7,Surrey,5915004,59,49.162594,-122.825181,66
613,Civic Family Health Centre,,Ambulatory health care services,Province of British Columbia,,110-13588,88 avenue,V3W 3K8,surrey,bc,110-13588 88th avenue surrey bc v3w 3k8,Surrey,5915004,59,49.162652,-122.846488,274
427,Azure Group Home,,Nursing and residential care facilities,Province of British Columbia,,6531,azure rd,V7C 2S1,richmond,bc,6531 azure rd richmond bc v7c 2s1,Richmond,5915015,59,49.163382,-123.1552752,14
1287,Parklandview,,Nursing and residential care facilities,Province of British Columbia,,8833,158 st,V4N 2Y7,surrey,bc,8833 158th st surrey bc v4n 2y7,Surrey,5915004,59,49.1635267,-122.7846172,292
1129,Medical Arts Centre,,Ambulatory health care services,Province of British Columbia,,103-650,south terminal avenue,V9R 5E2,nanaimo,bc,103-650 south terminal avenue nanaimo bc v9r 5e2,Nanaimo,5921007,59,49.16431,-123.9333,32
1672,Triton Medical Clinic,,Ambulatory health care services,Province of British Columbia,,102-12565,88 avenue,V3W 3J7,surrey,bc,102-12565 88th avenue surrey bc v3w 3j7,Surrey,5915004,59,49.16434,-122.8753,62
1612,the Divisions of Family Practice,,Ambulatory health care services,Province of British Columbia,,7201,vedder road,V2R 4G5,chilliwack,bc,7201 vedder road chilliwack bc v2r 4g5,Chilliwack,5909020,59,49.16583,-121.9626,197
1461,Safa Medical Clinic,,Ambulatory health care services,Province of British Columbia,,2574352,202 street,V1M 4A7,langley,bc,5-8948 202nd street langley bc v1m 4a7,Langley,5915001,59,49.165841,-122.662404,166
344,216a Street,,Nursing and residential care facilities,Province of British Columbia,,8983,216a st,V1M 4C7,langley,bc,8983 216a st langley bc v1m 4c7,Langley,5915001,59,49.1658526,-122.6236643,143
1041,Langley Gardens,,Nursing and residential care facilities,Province of British Columbia,,8888,202 st,V1M 4A7,langley,bc,8888 202nd st langley bc v1m 4a7,Langley,5915001,59,49.1663494,-122.6609691,176
1701,Valleyhaven,,Nursing and residential care facilities,Province of British Columbia,,45450,menholm rd,V2P 1M2,chilliwack,bc,45450 menholm rd chilliwack bc v2p 1m2,Chilliwack,5909020,59,49.1664458,-121.9661444,212
997,Khazamipour Medical Services,,Ambulatory health care services,Province of British Columbia,,130-8120,cook road,V6Y 1T9,richmond,bc,130-8120 cook road richmond bc v6y 1t9,Richmond,5915015,59,49.166534,-123.13489,190
647,Cook Road Medical Clinic,,Ambulatory health care services,Province of British Columbia,,100-8171,cook road,V6Y 3T8,richmond,bc,100-8171 cook road richmond bc v6y 3t8,Richmond,5915015,59,49.166673,-123.134096,211
902,Harrison at Elim Village,,Nursing and residential care facilities,Province of British Columbia,,9025,160 st,V4N 2X7,surrey,bc,9025 160th st surrey bc v4n 2x7,Surrey,5915004,59,49.1669154,-122.7813251,96
899,Harmony House,,Nursing and residential care facilities,Province of British Columbia,,2316,arbot rd,V9R 6S8,nanaimo,bc,2316 arbot rd nanaimo bc v9r 6s8,Nanaimo,5921007,59,49.166974,-124.00225,187
607,Chilliwack General Hospital,general,Hospitals,Public Health Agency of Canada,,45600,menholm rd,V2P 1P7,chilliwack,bc,45600 menholm rd. chilliwack bc v2p 1p7,Chilliwack,5909020,59,49.1669926,-121.963068,128
734,Eden Care Centre,,Nursing and residential care facilities,Province of British Columbia,,9100,charles st,V2P 5K6,chilliwack,bc,9100 charles st chilliwack bc v2p 5k6,Chilliwack,5909020,59,49.1672383,-121.9419001,90
553,Careplace Medical Centre,,Ambulatory health care services,Province of British Columbia,,306-9014,152 street,V3R 4E7,surrey,bc,306-9014 152 street surrey bc v3r 4e7,Surrey,5915004,59,49.16775,-122.7998,110
740,Edwards Crossing Medical,,Ambulatory health care services,Province of British Columbia,,9-45955,yale road,V2P 2M4,chilliwack,bc,9-45955 yale road chilliwack bc v2p 2m4,Chilliwack,5909020,59,49.168184,-121.958392,92
1748,Wallace Street Medical Clinic,,Ambulatory health care services,Province of British Columbia,,100,wallace street,V9R 5B1,nanaimo,bc,100 wallace street nanaimo bc v9r 5b1,Nanaimo,5921007,59,49.168301,-123.94144,108
940,Horizon Access Clinic,,Ambulatory health care services,Province of British Columbia,,9105,sunset drive,V2P 3X8,chilliwack,bc,9105 sunset drive chilliwack bc v2p 3x8,Chilliwack,5909020,59,49.168381,-121.967945,281
1152,Minoru Residence,,Nursing and residential care facilities,Province of British Columbia,,7333,gollner ave,V6Y 1Y4,richmond,bc,7333 gollner ave richmond bc v6y 1y4,Richmond,5915015,59,49.16897,-123.15,81
1415,Richmond Hospital,general,Hospitals,Public Health Agency of Canada,,7000,westminster hwy,V6X 1A2,richmond,bc,7000 westminster hwy. richmond bc v6x 1a2,Richmond,5915015,59,49.1689707,-123.146577,234
542,Camsell House,,Nursing and residential care facilities,Province of British Columbia,,6631,camsell cres,V7C 2M9,richmond,bc,6631 camsell cres richmond bc v7c 2m9,Richmond,5915015,59,49.1698215,-123.1558957,88
695,Delta Lodge,,Nursing and residential care facilities,Province of British Columbia,,11030,river rd,V4C 2S2,delta,bc,11030 river rd delta bc v4c 2s2,Delta,5915011,59,49.1699318,-122.9145102,155
1414,Richmond Central Medical Clinic,,Ambulatory health care services,Province of British Columbia,,150-7997,westminster highway,V6X 1A4,richmond,bc,150-7997 westminster highway richmond bc v6x 1a4,Richmond,5915015,59,49.170249,-123.136592,35
1802,Wilmada Place,,Nursing and residential care facilities,Province of British Columbia,,46660,cedar st,V2P 2H6,chilliwack,bc,46660 cedar st chilliwack bc v2p 2h6,Chilliwack,5909020,59,49.1712909,-121.932773,57
989,Keeping House,,Nursing and residential care facilities,Province of British Columbia,,2263,jingle pot rd,V9R 6W2,nanaimo,bc,2263 jingle pot rd nanaimo bc v9r 6w2,Nanaimo,5921007,59,49.171867,-123.99782,192
1779,Westwood Group Home,,Nursing and residential care facilities,Province of British Columbia,,2610,jingle pot rd,V9R 5K3,nanaimo,bc,2610 jingle pot rd nanaimo bc v9r 5k3,Nanaimo,5921007,59,49.17259,-124.01553,231
469,Bethesda Langley Home,,Nursing and residential care facilities,Province of British Columbia,,20477,93a ave,V1M 1B8,langley,bc,20477 93a ave langley bc v1m 1b8,Langley,5915001,59,49.1727066,-122.6550127,238
1085,Main Street Home,,Nursing and residential care facilities,Province of British Columbia,,5760,main street,V0H 1T0,oliver,bc,5760 main street oliver bc v0h 1t0,Oliver,5907014,59,49.173073,-119.5552406,146
789,Fleetwood House,,Nursing and residential care facilities,Province of British Columbia,,9407,161 st,V4N 2P3,surrey,bc,9407 161st st surrey bc v4n 2p3,Surrey,5915004,59,49.173384,-122.776442,182
1314,Phoenix Center Quibble Creek,,Nursing and residential care facilities,Province of British Columbia,,13670,94a ave,V3V 1N1,surrey,bc,13670 94a ave surrey bc v3v 1n1,Surrey,5915004,59,49.1745124,-122.8437601,181
1211,Ninety Fifth Avenue House,,Nursing and residential care facilities,Province of British Columbia,,15293,95 ave,V3R 9C5,surrey,bc,15293 95th ave surrey bc v3r 9c5,Surrey,5915004,59,49.175215,-122.798434,215
2019,Tri-Lake Health Centre,general,Hospitals,Public Health Agency of Canada,,86,ellis dr,R0K 1G0,killarney,mb,86 ellice dr. killarney mb r0k 1g0,Killarney - Turtle Mountain,4605025,46,49.175966,-99.6634111,54
1582,Surrey Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,13750,96 ave,V3V 1Z2,surrey,bc,13750 96th ave. surrey bc v3v 1z2,Surrey,5915004,59,49.1765946,-122.8417742,88
1198,New Greenwood Lodge,,Nursing and residential care facilities,Province of British Columbia,,13227,96 ave,V3V 1Y5,surrey,bc,13227 96th ave surrey bc v3v 1y5,Surrey,5915004,59,49.177352,-122.856054,191
1000,Kimbelee Place,,Nursing and residential care facilities,Province of British Columbia,,12935,96 ave,V3V 7K6,surrey,bc,12935 96th ave surrey bc v3v 7k6,Surrey,5915004,59,49.177418,-122.864118,212
565,Caspers Way Home,,Nursing and residential care facilities,Province of British Columbia,,1647,caspers way,V9S 1K2,nanaimo,bc,1647 caspers way nanaimo bc v9s 1k2,Nanaimo,5921007,59,49.177513,-123.98626,267
8925,Sunset Haven/Border-Line Housing Company,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,415,spencer street,S7M 0P5,carnduff,sk,"415 spencer street carnduff, sk",Carnduff,4701008,47,49.177596,-101.793486,279
1872,Eden Mental Health Centre,psychiatric,Ambulatory health care services,Public Health Agency of Canada,,1500,pembina ave,R6W 1T4,winkler,mb,1500 pembina ave. winkler mb r6w 1t4,Winkler,4603050,46,49.1777107,-97.9560743,227
8559,Border-Line Housing Company,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0C 0S0,carnduff,sk,"carnduff, sk s0c 0s0",Carnduff,4701008,47,49.177734,-101.79285,74
8924,Sunset Haven,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,415,spencer street,S7M 0P5,carnduff,sk,"415 spencer street carnduff, sk",Carnduff,4701008,47,49.177734,-101.79285,212
1007,Kinsmen Lodge,,Nursing and residential care facilities,Province of British Columbia,,9650,137a st,V3T 4H9,surrey,bc,9650 137a st surrey bc v3t 4h9,Surrey,5915004,59,49.1777346,-122.8417995,199
1239,One Hundred and Thirty First Street Home,,Nursing and residential care facilities,Province of British Columbia,,9643,131 st,V3T 3P4,surrey,bc,9643 131st st surrey bc v3t 3p4,Surrey,5915004,59,49.178018,-122.859968,135
1131,Mega Fu Medical,,Ambulatory health care services,Province of British Columbia,,9251,alderbridge way,V6X 0N1,richmond,bc,9251 alderbridge way richmond bc v6x 0n1,Richmond,5915015,59,49.178089,-123.119861,119
8930,the Tony Day Family Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,,,S9H 5R2,carnduff,sk,"carnduff, sk",Carnduff,4701008,47,49.178136,-101.790189,188
1052,Laurel Place Care Centre,,Nursing and residential care facilities,Province of British Columbia,,9688,137a st,V3T 4H9,surrey,bc,9688 137a st surrey bc v3t 4h9,Surrey,5915004,59,49.1784188,-122.8417804,52
8644,Gainsborough & Area Health Centre,medical centre,Nursing and residential care facilities,Saskatchewan Health Authorities,,312,stephens street,S0C 0Z0,gainsborough,sk,"312 stephens street gainsborough, sk s0c 0z0",Gainsborough,4701002,47,49.179083,-101.450889,211
1418,Richmond in-Store Medical Clinic,,Ambulatory health care services,Province of British Columbia,,4651,no 3 road,V6X 2C4,richmond,bc,4651 no. 3 road richmond bc v6x 2c4,Richmond,5915015,59,49.179216,-123.138509,163
969,Jim Pattison Outpatient Care and Surgery Centre,,Hospitals,Province of British Columbia,,9750,140 street,V3T 0G9,surrey,bc,9750 140th street surrey bc v3t 0g9,Surrey,5915004,59,49.179456,-122.833248,56
666,Cresst - South Fraser,,Nursing and residential care facilities,Province of British Columbia,,13525,98 ave,V3T 1B9,surrey,bc,13525 98th ave surrey bc v3t 1b9,Surrey,5915004,59,49.1806892,-122.8476199,21
1286,Parker Place Medical Clinic,,Ambulatory health care services,Province of British Columbia,,4380,no 3 road,V6X 3V7,richmond,bc,4380 no. 3 road richmond bc v6x 3v7,Richmond,5915015,59,49.18167,-123.1347,77
8656,"Grasslands Health Centre, Rockglen",hospital,Nursing and residential care facilities,Saskatchewan Health Authorities,,1006,2 hwy,S0H 3R0,rockglen,sk,"1006 2 hwy, rockglen, sk s0h 3r0 rockglen sk s0h 3r0",Rockglen,4703009,47,49.18182,-105.952489,241
1675,Turning Point Recovery Society - Richmond Men's House,,Nursing and residential care facilities,Province of British Columbia,,10411,odlin road,V6X 1E3,richmond,bc,10411 odlin road richmond bc v6x 1e3,Richmond,5915015,59,49.1820657,-123.1082596,245
1528,South Okanagan General Hospital,general,Hospitals,Public Health Agency of Canada,,7139,362 ave,V0H 1T0,oliver,bc,7139 - 362nd ave. oliver bc v0h 1t0,Oliver,5907014,59,49.1836817,-119.5395697,230
912,Healthvue Medical Clinic,,Ambulatory health care services,Province of British Columbia,,180-11700,cambie road,V6X 1L5,richmond,bc,180-11700 cambie road richmond bc v6x 1l5,Richmond,5915015,59,49.184268,-123.09342,172
662,"Crawford Manor (""a"")",,Nursing and residential care facilities,Province of British Columbia,,10008,128 st,V3T 2Y9,surrey,bc,10008 128th st surrey bc v3t 2y9,Surrey,5915004,59,49.1845991,-122.8673672,250
1186,Nanaimo Regional General Hospital,general,Hospitals,Public Health Agency of Canada,,1200,dufferin cres,V9S 2B7,nanaimo,bc,1200 dufferin cres. nanaimo bc v9s 2b7,Nanaimo,5921007,59,49.1849979,-123.969295,197
1114,Maxey Road Home,,Nursing and residential care facilities,Province of British Columbia,,2278,maxey rd,V9S 5V5,nanaimo,bc,2278 maxey rd nanaimo bc v9s 5v5,Nanaimo C,5921016,59,49.185127,-124.00326,274
S1297,CENTRE DE ReADAPTATION EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME ET DE ReADAPTATION EN DeFICIENCE PHYSIQUE DE BAIE-COMEA,"CRDITED, CRDPA, CRDPM, CRDPV, CRDPL",Ambulatory health care services,Province of Quebec,,1250,rue lestrat,G5C 1T8,baie-comeau,qc,"1250, rue Lestrat",Baie-Comeau,2496020,24,49.185151,-68.265027,241
699,Denning Health Group,,Ambulatory health care services,Province of British Columbia,,3110-10153,king george highway,V3T 2W1,surrey,bc,3110-10153 king george highway surrey bc v3t 2w1,Surrey,5915004,59,49.18544,-122.8474,48
1377,Rainbow Manor,,Nursing and residential care facilities,Province of British Columbia,,10118,159a st,V4N 2P9,surrey,bc,10118 159a st surrey bc v4n 2p9,Surrey,5915004,59,49.1856298,-122.838137,14
1017,Kiwanis Village Lodge,,Nursing and residential care facilities,Province of British Columbia,,1221,kiwanis cres,V9S 5Y1,nanaimo,bc,1221 kiwanis cres nanaimo bc v9s 5y1,Nanaimo,5921007,59,49.186109,-123.96893,51
577,Celebration & Rainbow Manor,,Nursing and residential care facilities,Province of British Columbia,,10130,159a st,V4N 2P8,surrey,bc,10130 159a st surrey bc v4n 2p8,Surrey,5915004,59,49.186507,-122.77991,227
S935,SNT - UNITe LE CHaTEAU a BAIE-COMEAU,CHSGS,Hospitals,Province of Quebec,,1401,boulevard jolliet,G5C 1P9,baie-comeau,qc,"1401, boulevard Jolliet",Baie-Comeau,2496020,24,49.186579,-68.268136,212
1320,Pinegrove Place,,Nursing and residential care facilities,Province of British Columbia,,11331,mellis drive,V6X 1L8,richmond,bc,11331 mellis drive richmond bc v6x 1l8,Richmond,5915015,59,49.1867925,-123.0984471,259
1271,Park Drive Home,,Nursing and residential care facilities,Province of British Columbia,,6499,park drive,V0H 1T4,oliver,bc,6499 park drive oliver bc v0h 1t4,Oliver,5907014,59,49.1872754,-119.5418863,232
1574,Sunnybank Centre,,Nursing and residential care facilities,Province of British Columbia,,6553,park dr,V0H 1T0,oliver,bc,6553 park dr oliver bc v0h 1t0,Oliver,5907014,59,49.187837,-119.5401017,161
1814,Yale House,,Nursing and residential care facilities,Province of British Columbia,,13107,old yale rd,V3T 3C3,surrey,bc,13107 old yale rd surrey bc v3t 3c3,Surrey,5915004,59,49.1883729,-122.8586626,264
S1354,CHSLD ET CENTRE DE ReADAPTATION EN DePENDANCE N.-A.-LABRIE,"CHSLD, CRD",Nursing and residential care facilities,Province of Quebec,,659,boulevard blanche,G5C 2B2,baie-comeau,qc,"659, boulevard Blanche",Baie-Comeau,2496020,24,49.188938,-68.261712,252
S850,CENTRE DE ReADAPTATION POUR LES JEUNES EN DIFFICULTe D'ADAPTATION RICHELIEU,CRJDA,Nursing and residential care facilities,Province of Quebec,,625,rue des epilobes,G5C 1Y9,baie-comeau,qc,"625, rue Des epilobes",Baie-Comeau,2496020,24,49.189596,-68.254464,176
738,Edgewood,,Nursing and residential care facilities,Province of British Columbia,,2121,boxwood rd,V9S 4L2,nanaimo,bc,2121 boxwood rd nanaimo bc v9s 4l2,Nanaimo,5921007,59,49.189984,-123.99763,244
S591,CLSC ET HoPITAL LE ROYER,"CHSGS, CLSC",Hospitals,Province of Quebec,,635,boulevard jolliet,G5C 1P1,baie-comeau,qc,"635, boulevard Jolliet",Baie-Comeau,2496020,24,49.190176,-68.252525,67
783,First Canadian Medical Clinic,,Ambulatory health care services,Province of British Columbia,,14888,104 avenue,V3R 1M4,surrey,bc,14888 104th avenue surrey bc v3r 1m4,Surrey,5915004,59,49.191351,-122.80976,296
886,Guildford Medical Clinic,,Ambulatory health care services,Province of British Columbia,,14650,104 avenue,V3R 1M3,surrey,bc,14650 104th avenue surrey bc v3r 1m3,Surrey,5915004,59,49.191481,-122.815324,18
1420,Richmond Lions Manor - Bridgeport,,Nursing and residential care facilities,Province of British Columbia,,9020,bridgeport rd,V6X 1S1,richmond,bc,9020 bridgeport rd richmond bc v6x 1s1,Richmond,5915015,59,49.1915171,-123.1251463,103
1867,Deloraine Health Centre,general,Hospitals,Public Health Agency of Canada,,109,kellett st,R0M 0M0,deloraine,mb,109 kellett st. deloraine mb r0m 0m0,Deloraine-Winchester,4605038,46,49.1916925,-100.4983178,110
735,Eden Gardens,,Nursing and residential care facilities,Province of British Columbia,,1917,northfield rd,V9S 3B6,nanaimo,bc,1917 northfield rd nanaimo bc v9s 3b6,Nanaimo,5921007,59,49.191744,-123.98389,12
887,Guildford Seniors Village,,Nursing and residential care facilities,Province of British Columbia,,14568,104a ave,V3R 1R3,surrey,bc,14568 104a ave surrey bc v3r 1r3,Surrey,5915004,59,49.192422,-122.8183,147
941,Horizon House,,Nursing and residential care facilities,Province of British Columbia,,10355,mcleod court,V6X 3L3,richmond,bc,10355 mcleod court richmond bc v6x 3l3,Richmond,5915015,59,49.1934432,-123.1089233,179
934,Holly Park House,,Nursing and residential care facilities,Province of British Columbia,,14557,105a ave,V3R 1S2,surrey,bc,14557 105a ave surrey bc v3r 1s2,Surrey,5915004,59,49.194299,-122.818758,181
1237,One Hundred and Fifty Eight a Street,,Nursing and residential care facilities,Province of British Columbia,,10607,158a st,V4N 3J2,surrey,bc,10607 158a st surrey bc v4n 3j2,Surrey,5915004,59,49.1953556,-122.7829494,185
927,Hillside Lodge Ltd,,Nursing and residential care facilities,Province of British Columbia,,10592,125b st,V3V 5A7,surrey,bc,10592 125b st surrey bc v3v 5a7,Surrey,5915004,59,49.195422,-122.873663,292
1378,Rainbow Ridge Special Care Home,,Nursing and residential care facilities,Province of British Columbia,,10666,277 st,V2W 1M7,maple ridge,bc,10666 277th st maple ridge bc v2w 1m7,Maple Ridge,5915075,59,49.1956597,-122.4531146,140
825,Gateway House,,Nursing and residential care facilities,Province of British Columbia,,2356,rosstown rd,V9T 3R7,nanaimo,bc,2356 rosstown rd nanaimo bc v9t 3r7,Nanaimo,5921007,59,49.196739,-123.99909,239
957,Island Way Group Home,,Nursing and residential care facilities,Province of British Columbia,,201,burlwood pl,V9T 4N2,nanaimo,bc,201 burlwood pl nanaimo bc v9t 4n2,Nanaimo,5921007,59,49.198202,-124.00326,161
473,Bethesda Surrey Home,,Nursing and residential care facilities,Province of British Columbia,,16321,108 ave,V3R 6C5,surrey,bc,16321 108th ave surrey bc v3r 6c5,Surrey,5915004,59,49.1989643,-122.770158,96
1362,Quarterway Place,,Nursing and residential care facilities,Province of British Columbia,,2573,labieux rd,V9T 3M8,nanaimo,bc,2573 labieux rd nanaimo bc v9t 3m8,Nanaimo,5921007,59,49.1990931,-124.0121423,80
474,Bethesda West Abbotsford Home,,Nursing and residential care facilities,Province of British Columbia,,31126,kingfisher dr,V2T 5K4,abbotsford,bc,31126 kingfisher dr abbotsford bc v2t 5k4,Surrey,5915004,59,49.199194,-122.770159,145
722,Dwelling Place,,Nursing and residential care facilities,Province of British Columbia,,2630,labieux rd,V9T 3N1,nanaimo,bc,2630 labieux rd nanaimo bc v9t 3n1,Nanaimo,5921007,59,49.199663,-124.01516,25
1593,Tenth Street Medicentre,,Ambulatory health care services,Province of British Columbia,,75,tenth street,V3M 3X4,new westminster,bc,75 tenth street new westminster bc v3m 3x4,New Westminster,5915029,59,49.201215,-122.916095,232
51,Cardston Health Centre,general,Hospitals,Public Health Agency of Canada,,144,2 st w,T0K 0K0,cardston,ab,144 - 2nd st. w. cardston ab t0k 0k0,Cardston,4803004,48,49.201947,-113.305761,130
932,Hilton Villa Care Centre,,Nursing and residential care facilities,Province of British Columbia,,13525,hilton rd,V3R 5J3,surrey,bc,13525 hilton rd surrey bc v3r 5j3,Surrey,5915004,59,49.202605,-122.847214,179
793,Foremed Clinic,,Ambulatory health care services,Province of British Columbia,,420,columbia street,V3L 1B1,new westminster,bc,420 columbia street new westminster bc v3l 1b1,New Westminster,5915029,59,49.204289,-122.905839,259
1242,Orchard Haven,,Nursing and residential care facilities,Province of British Columbia,,700,3 st,V0X 1N0,keremeos,bc,700 3 st keremeos bc v0x 1n0,Keremeos,5907009,59,49.204679,-119.833278,260
970,Jinglepot Residence,,Nursing and residential care facilities,Province of British Columbia,,4224,jingle pot rd,V9T 5P5,nanaimo,bc,4224 jingle pot rd nanaimo bc v9t 5p5,Nanaimo,5921007,59,49.204912,-124.02575,282
1529,South Similkameen Health Centre,general,Ambulatory health care services,Public Health Agency of Canada,,700,third st,V0X 1N0,keremeos,bc,700 third st. keremeos bc v0x 1n0,Keremeos,5907009,59,49.2049837,-119.832334,128
407,Arborwynd,,Nursing and residential care facilities,Province of British Columbia,,27136,112 ave,V2W 1P8,maple ridge,bc,27136 112th ave maple ridge bc v2w 1p8,Maple Ridge,5915075,59,49.2051508,-122.4709799,251
1732,Victoria Rest Home Ltd.,,Nursing and residential care facilities,Province of British Columbia,,731,queens ave,V3M 1L7,new westminster,bc,731 queens ave new westminster bc v3m 1l7,New Westminster,5915029,59,49.205615,-122.916128,40
596,Cherington Place,,Nursing and residential care facilities,Province of British Columbia,,13453,111a ave,V3R 2C5,surrey,bc,13453 111a ave surrey bc v3r 2c5,Surrey,5915004,59,49.205653,-122.849334,133
1614,the Ellendale Treatment Program - Liz's Place,,Nursing and residential care facilities,Province of British Columbia,,11187,ellendale dr,V3R 0A3,surrey,bc,11187 ellendale dr surrey bc v3r 0a3,Surrey,5915004,59,49.2061108,-122.8128281,62
1178,Mountainview Group Home,,Nursing and residential care facilities,Province of British Columbia,,4195,jingle pot rd,V9T 5P7,nanaimo,bc,4195 jingle pot rd nanaimo bc v9t 5p7,Nanaimo,5921007,59,49.206446,-124.02689,176
1607,the Chrysalis 22,,Nursing and residential care facilities,Province of British Columbia,,14122,113 ave,V3R 7H1,surrey,bc,14122 113th ave surrey bc v3r 7h1,Surrey,5915004,59,49.2075008,-122.8309787,52
1050,Last Door Recovery Centre,,Nursing and residential care facilities,Province of British Columbia,,323,8 st,V3M 3R3,new westminster,bc,323 8th st new westminster bc v3m 3r3,New Westminster,5915029,59,49.2078235,-122.9191564,67
780,Finnish Home,,Nursing and residential care facilities,Province of British Columbia,,2288,harrison dr,V5P 2P6,vancouver,bc,2288 harrison dr vancouver bc v5p 2p6,Vancouver,5915022,59,49.2082288,-123.0607454,150
633,Columbus Residence,,Nursing and residential care facilities,Province of British Columbia,,704,w 69 ave,V6P 2W3,vancouver,bc,704 w 69th ave vancouver bc v6p 2w3,Vancouver,5915022,59,49.208775,-123.121,284
1531,South Vancouver Medical Clinic,,Ambulatory health care services,Province of British Columbia,,350,marine drive se,V5X 2S5,vancouver,bc,350 marine drive se vancouver bc v5x 2s5,Vancouver,5915022,59,49.20884,-123.0993,290
